dataset,dataset_stage,dataset_pass,training_stage,checkpoint,metric_name,metric_value,weight_path,net
KITTI,train,,C+T,gmflow-scale1-things-e9887eda.pth,EPE,10.493212699890137,models/_pretrained_weights/unimatch_weights/gmflow-scale1-things-e9887eda.pth,GMFlow+ (s1)
KITTI,train,,C+T,gmflow-scale1-things-e9887eda.pth,IR_{1px},0.416064141696518,models/_pretrained_weights/unimatch_weights/gmflow-scale1-things-e9887eda.pth,GMFlow+ (s1)
KITTI,train,,C+T,gmflow-scale1-things-e9887eda.pth,IR_{3px},0.6526925617517813,models/_pretrained_weights/unimatch_weights/gmflow-scale1-things-e9887eda.pth,GMFlow+ (s1)
KITTI,train,,C+T,gmflow-scale1-things-e9887eda.pth,IR_{5px},0.7266120141697897,models/_pretrained_weights/unimatch_weights/gmflow-scale1-things-e9887eda.pth,GMFlow+ (s1)
KITTI,train,,C+T,gmflow-scale1-things-e9887eda.pth,fl-kitti,0.337003650260628,models/_pretrained_weights/unimatch_weights/gmflow-scale1-things-e9887eda.pth,GMFlow+ (s1)
KITTI,train,,C+T,gmflow-scale1-things-e9887eda.pth,MSE,379.4625854492188,models/_pretrained_weights/unimatch_weights/gmflow-scale1-things-e9887eda.pth,GMFlow+ (s1)
KITTI,train,,C+T,gmflow-scale1-things-e9887eda.pth,WAUC,0.4630511560723361,models/_pretrained_weights/unimatch_weights/gmflow-scale1-things-e9887eda.pth,GMFlow+ (s1)
KITTI,train,,mixed,gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,EPE,3.742573738098145,models/_pretrained_weights/unimatch_weights/gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,GMFlow+ (s1)
KITTI,train,,mixed,gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,IR_{1px},0.5492922180548524,models/_pretrained_weights/unimatch_weights/gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,GMFlow+ (s1)
KITTI,train,,mixed,gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,IR_{3px},0.8043389712784921,models/_pretrained_weights/unimatch_weights/gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,GMFlow+ (s1)
KITTI,train,,mixed,gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,IR_{5px},0.8642437996803047,models/_pretrained_weights/unimatch_weights/gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,GMFlow+ (s1)
KITTI,train,,mixed,gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,fl-kitti,0.1730731671685893,models/_pretrained_weights/unimatch_weights/gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,GMFlow+ (s1)
KITTI,train,,mixed,gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,MSE,68.5322265625,models/_pretrained_weights/unimatch_weights/gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,GMFlow+ (s1)
KITTI,train,,mixed,gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,WAUC,0.5889096178397104,models/_pretrained_weights/unimatch_weights/gmflow-scale1-mixdata-train320x576-4c3a6e9a.pth,GMFlow+ (s1)
KITTI,train,,C+T,matchflow-r-things.pth,EPE,4.710721492767334,models/_pretrained_weights/matchflow_weights/matchflow-r/matchflow-r-things.pth,MatchFlow (R)
KITTI,train,,C+T,matchflow-r-things.pth,IR_{1px},0.6662698704657584,models/_pretrained_weights/matchflow_weights/matchflow-r/matchflow-r-things.pth,MatchFlow (R)
KITTI,train,,C+T,matchflow-r-things.pth,IR_{3px},0.8369978668473894,models/_pretrained_weights/matchflow_weights/matchflow-r/matchflow-r-things.pth,MatchFlow (R)
KITTI,train,,C+T,matchflow-r-things.pth,IR_{5px},0.8807891884860252,models/_pretrained_weights/matchflow_weights/matchflow-r/matchflow-r-things.pth,MatchFlow (R)
KITTI,train,,C+T,matchflow-r-things.pth,fl-kitti,0.1424699481212247,models/_pretrained_weights/matchflow_weights/matchflow-r/matchflow-r-things.pth,MatchFlow (R)
KITTI,train,,C+T,matchflow-r-things.pth,MSE,177.2213897705078,models/_pretrained_weights/matchflow_weights/matchflow-r/matchflow-r-things.pth,MatchFlow (R)
KITTI,train,,C+T,matchflow-r-things.pth,WAUC,0.6666883695988391,models/_pretrained_weights/matchflow_weights/matchflow-r/matchflow-r-things.pth,MatchFlow (R)
FlyingChairs,validation,,K,kitti.pth,EPE,3.890982151031494,models/_pretrained_weights/FlowFormer-Models/kitti.pth,FlowFormer
FlyingChairs,validation,,K,kitti.pth,IR_{1px},0.7388650973637899,models/_pretrained_weights/FlowFormer-Models/kitti.pth,FlowFormer
FlyingChairs,validation,,K,kitti.pth,IR_{3px},0.8544244527816772,models/_pretrained_weights/FlowFormer-Models/kitti.pth,FlowFormer
FlyingChairs,validation,,K,kitti.pth,IR_{5px},0.8832075119018554,models/_pretrained_weights/FlowFormer-Models/kitti.pth,FlowFormer
FlyingChairs,validation,,K,kitti.pth,fl-kitti,0.1451078017552693,models/_pretrained_weights/FlowFormer-Models/kitti.pth,FlowFormer
FlyingChairs,validation,,K,kitti.pth,MSE,92.6173858642578,models/_pretrained_weights/FlowFormer-Models/kitti.pth,FlowFormer
FlyingChairs,validation,,K,kitti.pth,WAUC,0.7257805553615684,models/_pretrained_weights/FlowFormer-Models/kitti.pth,FlowFormer
FlyingChairs,validation,,C,chairs.pth,EPE,0.6392648816108704,models/_pretrained_weights/FlowFormer-Models/chairs.pth,FlowFormer
FlyingChairs,validation,,C,chairs.pth,IR_{1px},0.9353575547536211,models/_pretrained_weights/FlowFormer-Models/chairs.pth,FlowFormer
FlyingChairs,validation,,C,chairs.pth,IR_{3px},0.9760378519694012,models/_pretrained_weights/FlowFormer-Models/chairs.pth,FlowFormer
FlyingChairs,validation,,C,chairs.pth,IR_{5px},0.9833285172780354,models/_pretrained_weights/FlowFormer-Models/chairs.pth,FlowFormer
FlyingChairs,validation,,C,chairs.pth,fl-kitti,0.0232598861058553,models/_pretrained_weights/FlowFormer-Models/chairs.pth,FlowFormer
FlyingChairs,validation,,C,chairs.pth,MSE,11.77324390411377,models/_pretrained_weights/FlowFormer-Models/chairs.pth,FlowFormer
FlyingChairs,validation,,C,chairs.pth,WAUC,0.9137100158461642,models/_pretrained_weights/FlowFormer-Models/chairs.pth,FlowFormer
FlyingChairs,validation,,S,sintel.pth,EPE,1.1075934171676636,models/_pretrained_weights/FlowFormer-Models/sintel.pth,FlowFormer
FlyingChairs,validation,,S,sintel.pth,IR_{1px},0.8744458675384521,models/_pretrained_weights/FlowFormer-Models/sintel.pth,FlowFormer
FlyingChairs,validation,,S,sintel.pth,IR_{3px},0.961704715092977,models/_pretrained_weights/FlowFormer-Models/sintel.pth,FlowFormer
FlyingChairs,validation,,S,sintel.pth,IR_{5px},0.971947725613912,models/_pretrained_weights/FlowFormer-Models/sintel.pth,FlowFormer
FlyingChairs,validation,,S,sintel.pth,fl-kitti,0.0375398556391398,models/_pretrained_weights/FlowFormer-Models/sintel.pth,FlowFormer
FlyingChairs,validation,,S,sintel.pth,MSE,24.54281997680664,models/_pretrained_weights/FlowFormer-Models/sintel.pth,FlowFormer
FlyingChairs,validation,,S,sintel.pth,WAUC,0.8725186691457288,models/_pretrained_weights/FlowFormer-Models/sintel.pth,FlowFormer
FlyingChairs,validation,,C+T,things.pth,EPE,0.995125949382782,models/_pretrained_weights/FlowFormer-Models/things.pth,FlowFormer
FlyingChairs,validation,,C+T,things.pth,IR_{1px},0.8732697407404582,models/_pretrained_weights/FlowFormer-Models/things.pth,FlowFormer
FlyingChairs,validation,,C+T,things.pth,IR_{3px},0.9625792900721232,models/_pretrained_weights/FlowFormer-Models/things.pth,FlowFormer
FlyingChairs,validation,,C+T,things.pth,IR_{5px},0.973896344502767,models/_pretrained_weights/FlowFormer-Models/things.pth,FlowFormer
FlyingChairs,validation,,C+T,things.pth,fl-kitti,0.0365597486495971,models/_pretrained_weights/FlowFormer-Models/things.pth,FlowFormer
FlyingChairs,validation,,C+T,things.pth,MSE,19.68407249450684,models/_pretrained_weights/FlowFormer-Models/things.pth,FlowFormer
FlyingChairs,validation,,C+T,things.pth,WAUC,0.8699450065090317,models/_pretrained_weights/FlowFormer-Models/things.pth,FlowFormer
FlyingChairs,validation,,K,matchflow-g-kitti.pth,EPE,3.298020839691162,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-kitti.pth,MatchFlow (G)
FlyingChairs,validation,,K,matchflow-g-kitti.pth,IR_{1px},0.7533490816752115,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-kitti.pth,MatchFlow (G)
FlyingChairs,validation,,K,matchflow-g-kitti.pth,IR_{3px},0.8758589267730713,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-kitti.pth,MatchFlow (G)
FlyingChairs,validation,,K,matchflow-g-kitti.pth,IR_{5px},0.9021912256876627,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-kitti.pth,MatchFlow (G)
FlyingChairs,validation,,K,matchflow-g-kitti.pth,fl-kitti,0.1233307520548502,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-kitti.pth,MatchFlow (G)
FlyingChairs,validation,,K,matchflow-g-kitti.pth,MSE,81.78060913085938,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-kitti.pth,MatchFlow (G)
FlyingChairs,validation,,K,matchflow-g-kitti.pth,WAUC,0.745529999116073,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-kitti.pth,MatchFlow (G)
FlyingChairs,validation,,S,matchflow-g-sintel.pth,EPE,1.000834822654724,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-sintel.pth,MatchFlow (G)
FlyingChairs,validation,,S,matchflow-g-sintel.pth,IR_{1px},0.879802378018697,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-sintel.pth,MatchFlow (G)
FlyingChairs,validation,,S,matchflow-g-sintel.pth,IR_{3px},0.9636957724889118,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-sintel.pth,MatchFlow (G)
FlyingChairs,validation,,S,matchflow-g-sintel.pth,IR_{5px},0.9733001788457234,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-sintel.pth,MatchFlow (G)
FlyingChairs,validation,,S,matchflow-g-sintel.pth,fl-kitti,0.0355825980504353,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-sintel.pth,MatchFlow (G)
FlyingChairs,validation,,S,matchflow-g-sintel.pth,MSE,20.199323654174805,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-sintel.pth,MatchFlow (G)
FlyingChairs,validation,,S,matchflow-g-sintel.pth,WAUC,0.877866117499449,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-sintel.pth,MatchFlow (G)
FlyingChairs,validation,,C,matchflow-g-chairs.pth,EPE,0.5995508432388306,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-chairs.pth,MatchFlow (G)
FlyingChairs,validation,,C,matchflow-g-chairs.pth,IR_{1px},0.9425998369852702,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-chairs.pth,MatchFlow (G)
FlyingChairs,validation,,C,matchflow-g-chairs.pth,IR_{3px},0.9786882321039836,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-chairs.pth,MatchFlow (G)
FlyingChairs,validation,,C,matchflow-g-chairs.pth,IR_{5px},0.9846806526184082,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-chairs.pth,MatchFlow (G)
FlyingChairs,validation,,C,matchflow-g-chairs.pth,fl-kitti,0.0207212050755818,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-chairs.pth,MatchFlow (G)
FlyingChairs,validation,,C,matchflow-g-chairs.pth,MSE,12.432195663452148,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-chairs.pth,MatchFlow (G)
FlyingChairs,validation,,C,matchflow-g-chairs.pth,WAUC,0.9217954819477824,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-chairs.pth,MatchFlow (G)
FlyingChairs,validation,,C+T,matchflow-g-things.pth,EPE,0.9402822256088256,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-things.pth,MatchFlow (G)
FlyingChairs,validation,,C+T,matchflow-g-things.pth,IR_{1px},0.8820056517918904,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-things.pth,MatchFlow (G)
FlyingChairs,validation,,C+T,matchflow-g-things.pth,IR_{3px},0.9666145006815594,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-things.pth,MatchFlow (G)
FlyingChairs,validation,,C+T,matchflow-g-things.pth,IR_{5px},0.9757424434026084,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-things.pth,MatchFlow (G)
FlyingChairs,validation,,C+T,matchflow-g-things.pth,fl-kitti,0.0327240308125813,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-things.pth,MatchFlow (G)
FlyingChairs,validation,,C+T,matchflow-g-things.pth,MSE,17.799379348754883,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-things.pth,MatchFlow (G)
FlyingChairs,validation,,C+T,matchflow-g-things.pth,WAUC,0.8777161728478108,models/_pretrained_weights/matchflow_weights/matchflow-g/matchflow-g-things.pth,MatchFlow (G)
FlyingChairs,validation,,K,CCMR+_kitti.pth,EPE,1.6896610260009766,models/_pretrained_weights/ccmr_weights/CCMR+_kitti.pth,CCMR+
FlyingChairs,validation,,K,CCMR+_kitti.pth,IR_{1px},0.8790936867396036,models/_pretrained_weights/ccmr_weights/CCMR+_kitti.pth,CCMR+
FlyingChairs,validation,,K,CCMR+_kitti.pth,IR_{3px},0.9490655581156412,models/_pretrained_weights/ccmr_weights/CCMR+_kitti.pth,CCMR+
FlyingChairs,validation,,K,CCMR+_kitti.pth,IR_{5px},0.9580874125162762,models/_pretrained_weights/ccmr_weights/CCMR+_kitti.pth,CCMR+
FlyingChairs,validation,,K,CCMR+_kitti.pth,fl-kitti,0.0503964185714721,models/_pretrained_weights/ccmr_weights/CCMR+_kitti.pth,CCMR+
FlyingChairs,validation,,K,CCMR+_kitti.pth,MSE,48.87462615966797,models/_pretrained_weights/ccmr_weights/CCMR+_kitti.pth,CCMR+
FlyingChairs,validation,,K,CCMR+_kitti.pth,WAUC,0.8756008622701412,models/_pretrained_weights/ccmr_weights/CCMR+_kitti.pth,CCMR+
FlyingChairs,validation,,C+T,CCMR+_things.pth,EPE,0.8448706865310669,models/_pretrained_weights/ccmr_weights/CCMR+_things.pth,CCMR+
FlyingChairs,validation,,C+T,CCMR+_things.pth,IR_{1px},0.91611803372701,models/_pretrained_weights/ccmr_weights/CCMR+_things.pth,CCMR+
FlyingChairs,validation,,C+T,CCMR+_things.pth,IR_{3px},0.9772203842798868,models/_pretrained_weights/ccmr_weights/CCMR+_things.pth,CCMR+
FlyingChairs,validation,,C+T,CCMR+_things.pth,IR_{5px},0.9815843184789024,models/_pretrained_weights/ccmr_weights/CCMR+_things.pth,CCMR+
FlyingChairs,validation,,C+T,CCMR+_things.pth,fl-kitti,0.0224185307820638,models/_pretrained_weights/ccmr_weights/CCMR+_things.pth,CCMR+
FlyingChairs,validation,,C+T,CCMR+_things.pth,MSE,22.29853820800781,models/_pretrained_weights/ccmr_weights/CCMR+_things.pth,CCMR+
FlyingChairs,validation,,C+T,CCMR+_things.pth,WAUC,0.9088352144748072,models/_pretrained_weights/ccmr_weights/CCMR+_things.pth,CCMR+
FlyingChairs,validation,,S,CCMR+_sintel.pth,EPE,0.944265365600586,models/_pretrained_weights/ccmr_weights/CCMR+_sintel.pth,CCMR+
FlyingChairs,validation,,S,CCMR+_sintel.pth,IR_{1px},0.9144499858220418,models/_pretrained_weights/ccmr_weights/CCMR+_sintel.pth,CCMR+
FlyingChairs,validation,,S,CCMR+_sintel.pth,IR_{3px},0.975240381558736,models/_pretrained_weights/ccmr_weights/CCMR+_sintel.pth,CCMR+
FlyingChairs,validation,,S,CCMR+_sintel.pth,IR_{5px},0.979375410079956,models/_pretrained_weights/ccmr_weights/CCMR+_sintel.pth,CCMR+
FlyingChairs,validation,,S,CCMR+_sintel.pth,fl-kitti,0.0243533134460449,models/_pretrained_weights/ccmr_weights/CCMR+_sintel.pth,CCMR+
FlyingChairs,validation,,S,CCMR+_sintel.pth,MSE,26.21932411193848,models/_pretrained_weights/ccmr_weights/CCMR+_sintel.pth,CCMR+
FlyingChairs,validation,,S,CCMR+_sintel.pth,WAUC,0.907602105545132,models/_pretrained_weights/ccmr_weights/CCMR+_sintel.pth,CCMR+
FlyingChairs,validation,,C+T,FlowNet2_checkpoint.pth.tar,EPE,1.7375690937042236,models/_pretrained_weights/FlowNet/FlowNet2_checkpoint.pth.tar,FlowNet2
FlyingChairs,validation,,C+T,FlowNet2_checkpoint.pth.tar,IR_{1px},0.8186429182688396,models/_pretrained_weights/FlowNet/FlowNet2_checkpoint.pth.tar,FlowNet2
FlyingChairs,validation,,C+T,FlowNet2_checkpoint.pth.tar,IR_{3px},0.921505626042684,models/_pretrained_weights/FlowNet/FlowNet2_checkpoint.pth.tar,FlowNet2
FlyingChairs,validation,,C+T,FlowNet2_checkpoint.pth.tar,IR_{5px},0.943186902999878,models/_pretrained_weights/FlowNet/FlowNet2_checkpoint.pth.tar,FlowNet2
FlyingChairs,validation,,C+T,FlowNet2_checkpoint.pth.tar,fl-kitti,0.0771833419799804,models/_pretrained_weights/FlowNet/FlowNet2_checkpoint.pth.tar,FlowNet2
FlyingChairs,validation,,C+T,FlowNet2_checkpoint.pth.tar,MSE,34.61430740356445,models/_pretrained_weights/FlowNet/FlowNet2_checkpoint.pth.tar,FlowNet2
FlyingChairs,validation,,C+T,FlowNet2_checkpoint.pth.tar,WAUC,0.814443671341383,models/_pretrained_weights/FlowNet/FlowNet2_checkpoint.pth.tar,FlowNet2
FlyingChairs,validation,,C+T,gmflow-scale2-things-36579974.pth,EPE,1.1772998571395874,models/_pretrained_weights/unimatch_weights/gmflow-scale2-things-36579974.pth,GMFlow+ (s2)
FlyingChairs,validation,,C+T,gmflow-scale2-things-36579974.pth,IR_{1px},0.8552627722422281,models/_pretrained_weights/unimatch_weights/gmflow-scale2-things-36579974.pth,GMFlow+ (s2)
FlyingChairs,validation,,C+T,gmflow-scale2-things-36579974.pth,IR_{3px},0.9589298486709594,models/_pretrained_weights/unimatch_weights/gmflow-scale2-things-36579974.pth,GMFlow+ (s2)
FlyingChairs,validation,,C+T,gmflow-scale2-things-36579974.pth,IR_{5px},0.9718661705652872,models/_pretrained_weights/unimatch_weights/gmflow-scale2-things-36579974.pth,GMFlow+ (s2)
FlyingChairs,validation,,C+T,gmflow-scale2-things-36579974.pth,fl-kitti,0.0398739496866862,models/_pretrained_weights/unimatch_weights/gmflow-scale2-things-36579974.pth,GMFlow+ (s2)
FlyingChairs,validation,,C+T,gmflow-scale2-things-36579974.pth,MSE,18.363399505615234,models/_pretrained_weights/unimatch_weights/gmflow-scale2-things-36579974.pth,GMFlow+ (s2)
FlyingChairs,validation,,C+T,gmflow-scale2-things-36579974.pth,WAUC,0.7980189159065978,models/_pretrained_weights/unimatch_weights/gmflow-scale2-things-36579974.pth,GMFlow+ (s2)
FlyingChairs,validation,,mixed,gmflow-scale2-mixdata-train320x576-9ff1c094.pth,EPE,1.0711784362792969,models/_pretrained_weights/unimatch_weights/gmflow-scale2-mixdata-train320x576-9ff1c094.pth,GMFlow+ (s2)
FlyingChairs,validation,,mixed,gmflow-scale2-mixdata-train320x576-9ff1c094.pth,IR_{1px},0.875439675649007,models/_pretrained_weights/unimatch_weights/gmflow-scale2-mixdata-train320x576-9ff1c094.pth,GMFlow+ (s2)
FlyingChairs,validation,,mixed,gmflow-scale2-mixdata-train320x576-9ff1c094.pth,IR_{3px},0.9602214177449544,models/_pretrained_weights/unimatch_weights/gmflow-scale2-mixdata-train320x576-9ff1c094.pth,GMFlow+ (s2)
FlyingChairs,validation,,mixed,gmflow-scale2-mixdata-train320x576-9ff1c094.pth,IR_{5px},0.9713888804117838,models/_pretrained_weights/unimatch_weights/gmflow-scale2-mixdata-train320x576-9ff1c094.pth,GMFlow+ (s2)
FlyingChairs,validation,,mixed,gmflow-scale2-mixdata-train320x576-9ff1c094.pth,fl-kitti,0.0386598904927571,models/_pretrained_weights/unimatch_weights/gmflow-scale2-mixdata-train320x576-9ff1c094.pth,GMFlow+ (s2)
FlyingChairs,validation,,mixed,gmflow-scale2-mixdata-train320x576-9ff1c094.pth,MSE,18.47047996520996,models/_pretrained_weights/unimatch_weights/gmflow-scale2-mixdata-train320x576-9ff1c094.pth,GMFlow+ (s2)
FlyingChairs,validation,,mixed,gmflow-scale2-mixdata-train320x576-9ff1c094.pth,WAUC,0.8424976147897173,models/_pretrained_weights/unimatch_weights/gmflow-scale2-mixdata-train320x576-9ff1c094.pth,GMFlow+ (s2)
FlyingChairs,validation,,S,gmflow-scale2-sintel-3ed1cf48.pth,EPE,1.4852745532989502,models/_pretrained_weights/unimatch_weights/gmflow-scale2-sintel-3ed1cf48.pth,GMFlow+ (s2)
FlyingChairs,validation,,S,gmflow-scale2-sintel-3ed1cf48.pth,IR_{1px},0.7280651966730753,models/_pretrained_weights/unimatch_weights/gmflow-scale2-sintel-3ed1cf48.pth,GMFlow+ (s2)
FlyingChairs,validation,,S,gmflow-scale2-sintel-3ed1cf48.pth,IR_{3px},0.9534672260284424,models/_pretrained_weights/unimatch_weights/gmflow-scale2-sintel-3ed1cf48.pth,GMFlow+ (s2)
FlyingChairs,validation,,S,gmflow-scale2-sintel-3ed1cf48.pth,IR_{5px},0.9676365216573078,models/_pretrained_weights/unimatch_weights/gmflow-scale2-sintel-3ed1cf48.pth,GMFlow+ (s2)
FlyingChairs,validation,,S,gmflow-scale2-sintel-3ed1cf48.pth,fl-kitti,0.0453011910120646,models/_pretrained_weights/unimatch_weights/gmflow-scale2-sintel-3ed1cf48.pth,GMFlow+ (s2)
FlyingChairs,validation,,S,gmflow-scale2-sintel-3ed1cf48.pth,MSE,22.227392196655277,models/_pretrained_weights/unimatch_weights/gmflow-scale2-sintel-3ed1cf48.pth,GMFlow+ (s2)
FlyingChairs,validation,,S,gmflow-scale2-sintel-3ed1cf48.pth,WAUC,0.7266417338399604,models/_pretrained_weights/unimatch_weights/gmflow-scale2-sintel-3ed1cf48.pth,GMFlow+ (s2)
FlyingChairs,validation,,S,pwc_net.pth.tar,EPE,3.875331878662109,models/_pretrained_weights/pwc_net.pth.tar,PWCNet
FlyingChairs,validation,,S,pwc_net.pth.tar,IR_{1px},0.1466607650121053,models/_pretrained_weights/pwc_net.pth.tar,PWCNet
FlyingChairs,validation,,S,pwc_net.pth.tar,IR_{3px},0.8553664286931355,models/_pretrained_weights/pwc_net.pth.tar,PWCNet
FlyingChairs,validation,,S,pwc_net.pth.tar,IR_{5px},0.913431159655253,models/_pretrained_weights/pwc_net.pth.tar,PWCNet
FlyingChairs,validation,,S,pwc_net.pth.tar,fl-kitti,0.1434073448181152,models/_pretrained_weights/pwc_net.pth.tar,PWCNet
FlyingChairs,validation,,S,pwc_net.pth.tar,MSE,63.2181282043457,models/_pretrained_weights/pwc_net.pth.tar,PWCNet
FlyingChairs,validation,,S,pwc_net.pth.tar,WAUC,0.4044957868494216,models/_pretrained_weights/pwc_net.pth.tar,PWCNet
FlyingChairs,validation,,C+T,pwc_net_chairs.pth.tar,EPE,3.5469138622283936,models/_pretrained_weights/pwc_net_chairs.pth.tar,PWCNet
FlyingChairs,validation,,C+T,pwc_net_chairs.pth.tar,IR_{1px},0.1558198054631551,models/_pretrained_weights/pwc_net_chairs.pth.tar,PWCNet
FlyingChairs,validation,,C+T,pwc_net_chairs.pth.tar,IR_{3px},0.7977449178695678,models/_pretrained_weights/pwc_net_chairs.pth.tar,PWCNet
FlyingChairs,validation,,C+T,pwc_net_chairs.pth.tar,IR_{5px},0.9024103085199991,models/_pretrained_weights/pwc_net_chairs.pth.tar,PWCNet
FlyingChairs,validation,,C+T,pwc_net_chairs.pth.tar,fl-kitti,0.2008537769317627,models/_pretrained_weights/pwc_net_chairs.pth.tar,PWCNet
FlyingChairs,validation,,C+T,pwc_net_chairs.pth.tar,MSE,42.223289489746094,models/_pretrained_weights/pwc_net_chairs.pth.tar,PWCNet
FlyingChairs,validation,,C+T,pwc_net_chairs.pth.tar,WAUC,0.3902003704596667,models/_pretrained_weights/pwc_net_chairs.pth.tar,PWCNet
FlyingChairs,validation,,C+T,_things_phase1_100000.pth,EPE,0.9133046865463256,models/_pretrained_weights/ms_raft_plus/_things_phase1_100000.pth,MS-RAFT+
FlyingChairs,validation,,C+T,_things_phase1_100000.pth,IR_{1px},0.9158434867858888,models/_pretrained_weights/ms_raft_plus/_things_phase1_100000.pth,MS-RAFT+
FlyingChairs,validation,,C+T,_things_phase1_100000.pth,IR_{3px},0.9754557847976684,models/_pretrained_weights/ms_raft_plus/_things_phase1_100000.pth,MS-RAFT+
FlyingChairs,validation,,C+T,_things_phase1_100000.pth,IR_{5px},0.9796897729237872,models/_pretrained_weights/ms_raft_plus/_things_phase1_100000.pth,MS-RAFT+
FlyingChairs,validation,,C+T,_things_phase1_100000.pth,fl-kitti,0.0242815732955932,models/_pretrained_weights/ms_raft_plus/_things_phase1_100000.pth,MS-RAFT+
FlyingChairs,validation,,C+T,_things_phase1_100000.pth,MSE,25.792505264282227,models/_pretrained_weights/ms_raft_plus/_things_phase1_100000.pth,MS-RAFT+
FlyingChairs,validation,,C+T,_things_phase1_100000.pth,WAUC,0.9071471901097314,models/_pretrained_weights/ms_raft_plus/_things_phase1_100000.pth,MS-RAFT+
FlyingChairs,validation,,mixed,mixed.pth,EPE,1.079817533493042,models/_pretrained_weights/ms_raft_plus/mixed.pth,MS-RAFT+
FlyingChairs,validation,,mixed,mixed.pth,IR_{1px},0.9116157134373984,models/_pretrained_weights/ms_raft_plus/mixed.pth,MS-RAFT+
FlyingChairs,validation,,mixed,mixed.pth,IR_{3px},0.9700608889261882,models/_pretrained_weights/ms_raft_plus/mixed.pth,MS-RAFT+
FlyingChairs,validation,,mixed,mixed.pth,IR_{5px},0.9750132083892822,models/_pretrained_weights/ms_raft_plus/mixed.pth,MS-RAFT+
FlyingChairs,validation,,mixed,mixed.pth,fl-kitti,0.0295354763666788,models/_pretrained_weights/ms_raft_plus/mixed.pth,MS-RAFT+
FlyingChairs,validation,,mixed,mixed.pth,MSE,30.249975204467773,models/_pretrained_weights/ms_raft_plus/mixed.pth,MS-RAFT+
FlyingChairs,validation,,mixed,mixed.pth,WAUC,0.9027074587274306,models/_pretrained_weights/ms_raft_plus/mixed.pth,MS-RAFT+
FlyingChairs,validation,,C+T,FlowNet2-C_checkpoint.pth.tar,EPE,2.7300918102264404,models/_pretrained_weights/FlowNet/FlowNet2-C_checkpoint.pth.tar,FlowNet2C
FlyingChairs,validation,,C+T,FlowNet2-C_checkpoint.pth.tar,IR_{1px},0.5658143520355224,models/_pretrained_weights/FlowNet/FlowNet2-C_checkpoint.pth.tar,FlowNet2C
FlyingChairs,validation,,C+T,FlowNet2-C_checkpoint.pth.tar,IR_{3px},0.8349908272425335,models/_pretrained_weights/FlowNet/FlowNet2-C_checkpoint.pth.tar,FlowNet2C
FlyingChairs,validation,,C+T,FlowNet2-C_checkpoint.pth.tar,IR_{5px},0.8986193497975667,models/_pretrained_weights/FlowNet/FlowNet2-C_checkpoint.pth.tar,FlowNet2C
FlyingChairs,validation,,C+T,FlowNet2-C_checkpoint.pth.tar,fl-kitti,0.1634933948516845,models/_pretrained_weights/FlowNet/FlowNet2-C_checkpoint.pth.tar,FlowNet2C
